iter	Logloss
0	0.689099670811	0.685295259522	0.681552646833	0.6779526084
4	0.6745344647
5	0.670836066966	0.6676348957	7	0.6644351078	8	0.66105338399	0.6581771926110	0.6551109933111	0.6523752422112	0.6497106928113	0.6470852181414	0.6444441215	15	0.6418086516	16	0.6392975517	17	0.636942891818	0.6347980251919	0.6324392862020	0.630241003221	0.6281473791222	0.6259334097
23	0.6237059823
24	0.6217481295
25	0.6200346055
26	0.6182254689
27	0.6161685829
28	0.6143459804
29	0.6127244267
30	0.6108439457
31	0.6093586084
32	0.6078841923
33	0.606035095
34	0.6043595615
35	0.6026790281
36	0.6015224616
37	0.6002125546
38	0.5988346334
39	0.597472148
40	0.5962598856
41	0.5949756
42	0.5938405128
43	0.5928889958
44	0.5917019104
45	0.5903375856
46	0.5889241441
47	0.5879414892
48	0.5867974036
49	0.5858083886
50	0.5848396672
51	0.5836577833
52	0.5827402393
53	0.5818476412
54	0.5807686969
55	0.5799295019
56	0.5790584035
57	0.5781062464
58	0.5773478987
59	0.576511312
60	0.5757717283
61	0.5748809475
62	0.5740717969
63	0.5733872652
64	0.5725807918
65	0.5717197963
66	0.5711590889
67	0.5703602956
68	0.5695323669
69	0.5689401459
70	0.5682061694
71	0.5675673948
72	0.5668338949
73	0.5661713764
74	0.5653957275
75	0.5649265312
76	0.5643065394
77	0.5638046201
78	0.5632438008
79	0.5626848459
80	0.5622771884
81	0.562005782	082	0.561413883	83	0.5607506394
84	0.5602437079
85	0.5596085886	86	0.5590823987	87	0.5586846188	88	0.5583155989	89	0.5578508090	90	0.5573459591	91	0.5568902592	92	0.5564747593	93	0.5561266594	94	0.5555478095	95	0.555043539696	0.5544328497	97	0.5541363998	98	0.5537854299	99	0.55348460100100	0.5530271101	101	0.5524284102	102	0.5521553072
103	0.5520233104	104	0.551479105	0105	0.551034106	0106	0.550718107	0107	0.550299108	0108	0.549994109	0109	0.549539110	0110	0.549221111	0111	0.548839112	0112	0.548228113	0113	0.547898114	0114	0.547697115	115	0.5473989116	116	0.5472025117	117	0.5466403118	118	0.546340119	0119	0.545913120	0120	0.545600121	0121	0.545271122	0122	0.545075123	0123	0.544719124	0124	0.544317125	0125	0.543970126	0126	0.543698127	127	0.5436293128	128	0.5433629129	129	0.5429357130	130	0.5425742131	131	0.542223132	0132	0.541963133	0133	0.541755134	0134	0.541489135	0135	0.541269136	0136	0.540957137	0137	0.540612138	138	0.5405720139	0.5420799923
140	0.5418001787
141	0.5414443554
142	0.5411252122
143	0.5409477588
144	0.5406333769
145	0.540487558
146	0146	0.537758147	0147	0.53749148	0.148	0.53727149	0.149	0.53700150	0.150	0.53672151	0.151	0.53640152	0.152	0.53613153	0.153	0.53586154	0.154	0.53557155	0.155	0.53511156	0.156	0.53479157	0.157	0.53455158	0.158	0.53419159	0.159	0.53409160	0.160	0.53383161	0.161	0.53362162	0.162	0.53336163	0.163	0.5331253875
164	0.53310165	0.165	0.53309166	0166	0.532822167	167	0.5324502168	168	0.5321262169	169	0.5318641170	170	0.5315169171	171	0.531077172	0172	0.530803173	0173	0.530641174	174	0.5304423175	175	0.5302438176	176	0.5299327177	177	0.529684178	178	0.5293228179	179	0.5290509180	180	0.5290235181181	0.52872659182182	0.52853789183183	0.52829812184184	0.52807705185185	0.52778871186186	0.52758043187187	0.5272183518188	0.52703361618189	0.52677151190190	0.5266393719191	0.52639510319192	0.52621702419193	0.52600631019194	0.52567900519195	0.52557270219196	0.52522582319197	0.52500391619198	0.52478335519199	0.52443483820200	0.52418647020201	0.524011348202	0.5272601671
203	0.5269635909
204	0.5268005659
205	0.5263732849
206	0.5261120867
207	0.5258770043
208	0.5257841964
209	0.52565273
210	0.5253281314
211	0.5251488759
212	0.5250111218
213	0.5246092286
214	0.5243275667
215	0.5241699577
216	0.5240517519
217	0.5237317855
218	0.5234821439
219	0.5231969642
220	0.5229119973
221	0.5227199296
222	0.5226497622
223	0.5224845432
224	0.5222258448
225	0.5220591075
226	0.5217245254
227	0.5214163439
228	0.5211692295
229	0.5210124385
230	0.520836236
231	0.5206205465
232	0.5203914972
233	0.5201884636
234	0.5200226092
235	0.5198166445
236	0.5196850395
237	0.519397472
238	0.5191901153
239	0.5190315194
240	0.5188653901
241	0.5185811555
242	0.5184080584
243	0.5183234357
244	0.5181264644
245	0.5178501716
246	0.5176188239
247	0.51738512852248	0.51712399182249	0.51690555912250	0.51669971972251	0.516523189
252	0.5163255775
253	0.5161921077
254	0.5160376433
255	0.5157780797
256	0.5155944886
257	0.5153344934
258	0.5148912927
259	0.5145848245
260	0.5143942537
261	0.5141939441
262	0.5140738365
263	0.5139303585
264	0.5136673402
265	0.51341245042266	0.51324945792267	0.51300716792268	0.51284412262269	0.51261936992270	0.5124478
271	0.5121744949
272	0.5120454835
273	0.5118528814
274	0.511741369
275	0.5115568275
276	0.5113354304
277	0.5110199616
278	0.5107174623
279	0.5104864589
280	0.5102044593
281	0.5100671317
282	0.5099401169
283	0.5096033929
284	0.5094466115
285	0.5092856728
286	0.5091181332
287	0.508994928
288	0.5089032174
289	0.5087467742
290	0.508607926
291	0.5084707814
292	0.5083347693
293	0.5080829353
294	0.5078902195
295	0.5077197025
296	0.5075043197
297	0.507346144
298	0.5071455668
299	0.5069372404
300	0.5067088728
301	0.5065661249
302	0.5064443431
303	0.5062499851
304	0.5061240702
305	0.5058674881
306	0.505643332
307	0.5054008895
308	0.5051303705
309	0.5049581086
310	0.5047549666
311	0.5045827814
312	0.5043581052
313	0.5042547373
314	0.5041155602
315	0.5039493916
316	0.5037932488
317	0.5037244099
318	0.5036463869
319	0.5034389223
320	0.5032641294
321	0.5030734803
322	0.5029341952
323	0.5028701898
324	0.5027059086
325	0.5025266122
326	0.5022240751
327	0.5019899043
328	0.5019292387
329	0.5017567247
330	0.5016185044
331	0.5014212156
332	0.5010616595
333	0.5008939045
334	0.5007785142
335	0.5006425089
336	0.500484659
337	0.5004158557
338	0.5002639848
339	0.4999537842
340	0.499850654
341	0.4996040596
342	0.4994833924
343	0.4993100541
344	0.4991901743
345	0.4990007451
346	0.4987278669
347	0.4985830006
348	0.4983094867
349	0.498165186
350	0.4980551639
351	0.4977790779
352	0.4976723356
353	0.497480679
354	0.4973184542
355	0.4970942242
356	0.497034293
357	0.4968264945
358	0.4966059264
359	0.4963562885
360	0.4961671741
361	0.4960754477
362	0.4959290403
363	0.4957670876
364	0.4954592429
365	0.4952838486
366	0.4950637125
367	0.494856976
368	0.4947165367
369	0.4945434677
370	0.4944370041
371	0.4943174484
372	0.494205601
373	0.4941367664
374	0.4939599379
375	0.4938263662
376	0.4936237909
377	0.4936197279
378	0.493379421
379	0.4932272714
380	0.4930988085
381	0.4929885746
382	0.4928523492
383	0.4927302133
384	0.4925202476
385	0.4923587482
386	0.4921561066
387	0.491962418
388	0.4918189112
389	0.4917051833
390	0.491590516
391	0.4914869658
392	0.4913333428
393	0.491199067
394	0.4910551871
395	0.4909063256
396	0.4907694037
397	0.4905993979
398	0.4904433808
399	0.4903466759
400	0.4901814698
401	0.4900001335
402	0.4898735864
403	0.4897095661
404	0.4895595729
405	0.4893742136
406	0.4891957072
407	0.4889956297
408	0.4887997278
409	0.4886792003
410	0.4885510534
411	0.4884387971
412	0.4883271956
413	0.4881512835
414	0.487979044
415	0.4878737615
416	0.4877634152
417	0.4876246627
418	0.4875222939
419	0.4872814681
420	0.4871304587
421	0.4869105555
422	0.4868180735
423	0.4866146744
424	0.4863520919
425	0.4861617349
426	0.4859742392
427	0.4858250277
428	0.485680175
429	0.485500493
430	0.4854159321
431	0.4853410216
432	0.4851747676
433	0.4849289934
434	0.4847320548
435	0.4845008374
436	0.4843902228
437	0.4842223337
438	0.4840812392
439	0.4839674271
440	0.4838073894
441	0.4836697956
442	0.4834468205
443	0.4833395017
444	0.4831343557
445	0.4829442349
446	0.4827614588
447	0.4825366849
448	0.4824077193
449	0.4822995844
450	0.48217515144451	0.48194978745452	0.48181400845453	0.4816259724454	0.48151766064455	0.48138070234456	0.48121658
457	0.4811039024
458	0.4809108255
459	0.4808062272
460	0.4805938133
461	0.4805139084
462	0.4802164559
463	0.4801575396
464	0.4799873486
465	0.479894024
466	0.4797760122
467	0.4795611147
468	0.4793868328
469	0.4792706292
470	0.4791631214
471	0.4789706029
472	0.4787961402
473	0.4786087953
474	0.478497133
475	0.47849684784476	0.47816664974477	0.47809972464478	0.47802860774479	0.477868179
480	0.4777702081
481	0.4776096773
482	0.4774279961
483	0.4773544673
484	0.4772421894
485	0.4769964165
486	0.4768253791
487	0.4767422645
488	0.4766012829
489	0.4764673497
490	0.4763337418
491	0.4762238357
492	0.4759740488
493	0.4758390291
494	0.4755148567
495	0.4753367263
496	0.4751199446
497	0.474846442
498	0.4747028415
499	0.4746095698
500	0.474561328
501	0.4743690902
502	0.474204622
503	0.4740444048
504	0.4738941648
505	0.4736574286
506	0.473395646
507	0.4732766111
508	0.4731064431
509	0.4729509472
510	0.4728126138
511	0.4726135097
512	0.472497241
513	0.4723766268
514	0.4722640124
515	0.4721412567
516	0.4720049617
517	0.4717910452
518	0.4716795597
519	0.4715496015
520	0.47147766
521	0.4713924103
522	0.4712183757
523	0.471105025
524	0.4710107623
525	0.4708632635
526	0.4707909648
527	0.4706413112
528	0.4706003895
529	0.4705164625
530	0.4703321083
531	0.4701999537
532	0.4700974206
533	0.4699418967
534	0.4698630028
535	0.4697421276
536	0.4696252073
537	0.4695571463
538	0.4694368386
539	0.4693324381
540	0.469170144
541	0.4690451901
542	0.468871162
543	0.4687011192
544	0.4686376643
545	0.4685362993
546	0.4683466969
547	0.4682255908
548	0.468151983
549	0.4680382064
550	0.4679268189
551	0.4678135739
552	0.4676333761
553	0.4674512653
554	0.4672948399
555	0.4671538533
556	0.4670007139
557	0.4668666252
558	0.4667844348
559	0.466652405
560	0.4664479523
561	0.466358522
562	0.4662901737
563	0.46613297
564	0.4660081543
565	0.4658396541
566	0.4655766514
567	0.4654530832
568	0.4653191011
569	0.4652304468
570	0.4650499643
571	0.4648420575
572	0.4646845173
573	0.4644008638
574	0.4641705577
575	0.4640615654
576	0.4638900758
577	0.4637011611
578	0.4636005432
579	0.4634910084
580	0.4633749975
581	0.4631532185
582	0.4629919555
583	0.4628964969
584	0.4627885334
585	0.4626146416
586	0.4625094305
587	0.462386148
588	0.4623176833
589	0.4621445455
590	0.4619755201
591	0.4617673308
592	0.4616370216
593	0.4615337662
594	0.4613968987
595	0.4612786255
596	0.4611374572
597	0.4609825856
598	0.4608227598
599	0.460666322
600	0.4605566465
601	0.4604137559
602	0.4602884625
603	0.4600957438
604	0.4599030791
605	0.4598567597
606	0.4597449496
607	0.4595971014
608	0.4595281924
609	0.4593447693
610	0.4591911988
611	0.4591354698
612	0.4590334734
613	0.4588652748
614	0.458714863
615	0.4585814451
616	0.458443576
617	0.4583443883
618	0.4581952718
619	0.4580978881
620	0.457957161
621	0.45783981
622	0.4576404665
623	0.4575119661
624	0.4573856573
625	0.4572268225
626	0.4570628506
627	0.4569086793
628	0.4568392261
629	0.4567079953
630	0.4566359866
631	0.4565515764
632	0.4564187946
633	0.4563177608
634	0.4562296873
635	0.4560939079
636	0.4560189366
637	0.4558958153
638	0.4557481941
639	0.4555928557
640	0.4554764436
641	0.4553922645
642	0.4552543094
643	0.4551021005
644	0.4548768862
645	0.454740362
646	0.4545972826
647	0.4545090323
648	0.4544443495
649	0.4542404002
650	0.4541268645
651	0.4539426487
652	0.4538339675
653	0.4537594238
654	0.4536822924
655	0.4535355606
656	0.4534510776
657	0.4533087444
658	0.4532320658	659	0.4530456659	660	0.4529046660661	0.4527646866662	0.4526170923
663	0.4525142976664	0.45237629196665	0.45218801096666	0.45205831126667	0.45188549766668	0.45181457726669	0.45173778266670	0.45163856646671	0.45157949556672	0.45142753367673	0.45137384867674	0.45122203674675	0.45109222675676	0.45100744676677	0.45088769677678	0.45078607678679	0.45070304679680	0.45065016680681	0.45052955681682	0.45043870682683	0.450301868684	0.45021045668685	0.45008846368686	0.44991750168687	0.449766703687	0.4417218802
688	0.44161368146689	0.44144573136690	0.44135100856691	0.44121995236692	0.44109398546693	0.44104804266694	0.44094418046695	0.44079866316696	0.44072929446697	0.44063714946698	0.44052047517699	0.44031617817700	0.44018815457701	0.44009336570702	0.43986331704703	0.43973178705704	0.43958599706705	0.43950605707706	0.43945985708707	0.43936556709708	0.43924103710709	0.43914227711710	0.43898559712711	0.4388686583
712	0.4387040972
713	0.4385889284
714	0.4384535456
715	0.4383496738
716	0.4382388455
717	0.4381664468
718	0.4380635636
719	0.4378892292
720	0.4377948962
721	0.4377103831
722	0.4376272488
723	0.4375215374
724	0.4373825135
725	0.4371938656
726	0.4370823045
727	0.4369138981
728	0.4367644535
729	0.436722351
730	0.436666232
731	0.4364724941
732	0.43630347
733	0.4362045521
734	0.4360857117
735	0.4359024813
736	0.4357883445
737	0.4356717851
738	0.4354789905
739	0.4353585084
740	0.4352444778
741	0.4351263342
742	0.4350048232
743	0.4349276615
744	0.434746389
745	0.4346622249
746	0.4345557781
747	0.4344344687
748	0.4342592237
749	0.4341820771
750	0.4341443285
751	0.4340099356
752	0.4339457653
753	0.4338253215
754	0.4336909051
755	0.4335109917
756	0.4333964286
757	0.4332015797
758	0.4330755156
759	0.4329202462
760	0.4327631742
761	0.4326542052
762	0.4325141188
763	0.4324273557
764	0.432314892
765	0.4322185157
766	0.4320927158
767	0.4320380639
768	0.4319234375
769	0.4317984952
770	0.4316378033
771	0.4315440505
772	0.4313905514
773	0.431298494
774	0.4311595188
775	0.4310210194
776	0.4308724231
777	0.4307289923
778	0.4306328892
779	0.4305646054
780	0.4304512152
781	0.4303578885
782	0.4302737065
783	0.4301688258
784	0.4301315551
785	0.4299619286
786	0.4298432913
787	0.4297264483
788	0.4296012811
789	0.4295160724
790	0.4293549351
791	0.429188383
792	0.4290062602
793	0.4289325288
794	0.4288896941
795	0.4288245668
796	0.4287254018
797	0.4286036601
798	0.4285077536
799	0.4284107782
800	0.4282757279
801	0.4281802702
802	0.4280793547
803	0.4280109351
804	0.427920034
805	0.4277899864
806	0.4277001161
807	0.4275785647
808	0.4274714115
809	0.4273525821
810	0.4272118143
811	0.427039522
812	0.4270074531
813	0.4268262243
814	0.4267455612
815	0.4266972648
816	0.4265782254
817	0.4265046094
818	0.4263325605
819	0.4262376909
820	0.4261103315
821	0.4260240701
822	0.4259276466
823	0.4258630829
824	0.4257587948
825	0.4255744665
826	0.4255343848
827	0.4254545642
828	0.42537137
829	0.4252908128
830	0.4251577715
831	0.4250199678
832	0.424907855
833	0.4248325393
834	0.4247839796
835	0.4246625779
836	0.424518305
837	0.4244720992
838	0.4244246331
839	0.4243255587
840	0.4241923165
841	0.4240265614
842	0.4239478413
843	0.4238609818
844	0.4237529301
845	0.4235602605
846	0.4234681288
847	0.4233403262
848	0.4232210976
849	0.4231210938
850	0.4230002809
851	0.4228924426
852	0.4227657664
853	0.4226742632
854	0.4225749877
855	0.4224519017
856	0.4223045751
857	0.4221820532
858	0.4220609788
859	0.4220024719
860	0.4218139565
861	0.4217056771
862	0.4215536308
863	0.4213969233
864	0.4212841403
865	0.421168988
866	0.4211112317
867	0.4209717939
868	0.4209052909
869	0.4207431369
870	0.4206020296
871	0.4205470007
872	0.4205098653
873	0.4204031293
874	0.4202656237
875	0.420206926
876	0.4201154829
877	0.4199715276
878	0.419865438
879	0.419788279
880	0.4197350661
881	0.4196441027
882	0.4194114002
883	0.4193461926
884	0.4192228864
885	0.419088809
886	0.4189238692
887	0.4188478435
888	0.4187372105
889	0.4186919475
890	0.418608106
891	0.4184963828
892	0.418423878
893	0.4183515786
894	0.4182674008
895	0.4181715614
896	0.4180124101
897	0.4179415148
898	0.4178449007
899	0.4177197269
900	0.4174963628
901	0.4174217106
902	0.417304931
903	0.4172344326
904	0.4170896927
905	0.4170583671
906	0.4169741495
907	0.4169240851
908	0.4168227617
909	0.4167020607
910	0.4166246462
911	0.4165403412
912	0.4164473501
913	0.416325066
914	0.4162228079
915	0.4161020128
916	0.4159805309
917	0.4158734794
918	0.4157338452
919	0.4156351472
920	0.4155288613
921	0.4154618785
922	0.4153758793
923	0.4152562787
924	0.4152124004
925	0.4151656086
926	0.4151137344
927	0.4149943665
928	0.4148856635
929	0.4147758763
930	0.4146439147
931	0.4145478967
932	0.4144779199
933	0.4143715016
934	0.4142565322
935	0.414172875
936	0.4141013537
937	0.4140288022
938	0.4139409428
939	0.4138922346
940	0.4137673733
941	0.4136822436
942	0.4135654253
943	0.4134616246
944	0.4133959656
945	0.4132578433
946	0.4131570168
947	0.4130346274
948	0.412924779
949	0.4128621662
950	0.4127167776
951	0.4126916969
952	0.412612365
953	0.4125102226
954	0.4124414848
955	0.4123708336
956	0.4122715505
957	0.4121091002
958	0.4120290518
959	0.4119705611
960	0.4118491833
961	0.4117746891
962	0.4116704291
963	0.4115764913
964	0.4114604107
965	0.4113651755
966	0.4111784237
967	0.4109951549
968	0.4109043795
969	0.4108242502
970	0.4107561101
971	0.410670372
972	0.410534239
973	0.4104223415
974	0.4103336429
975	0.4102299273
976	0.4101484953
977	0.4100035823
978	0.4099325315
979	0.4098221486
980	0.4096661943
981	0.4095407292
982	0.4094666803
983	0.4093175839
984	0.4092562878
985	0.4091648077
986	0.4091321194
987	0.4090313419
988	0.4089407618
989	0.4088292695
990	0.4086930476
991	0.4085764533
992	0.4084414011
993	0.4083621363
994	0.4082931943
995	0.4082199249
996	0.4081266488
997	0.4080748644
998	0.4079943325
999	0.407893547
